 
 ************ USE OF ESRL GMD DATA ****************
 
These data are made freely available to the public and the
scientific community in the belief that their wide dissemination
will lead to greater understanding and new scientific insights.
The availability of these data does not constitute publication
of the data.  NOAA relies on the ethics and integrity of the user to
assure that ESRL receives fair credit for their work.  If the data 
are obtained for potential use in a publication or presentation, 
ESRL should be informed at the outset of the nature of this work.  
If the ESRL data are essential to the work, or if an important 
result or conclusion depends on the ESRL data, co-authorship
may be appropriate.  This should be discussed at an early stage in
the work.  Manuscripts using the ESRL data should be sent to ESRL
for review before they are submitted for publication so we can
insure that the quality and limitations of the data are accurately
represented.
 
Every effort is made to produce the most accurate and precise
measurements possible.  However, we reserve the right to make
corrections to the data based on recalibration of standard gases
or for other reasons deemed scientifically justified.

We are not responsible for results and conclusions based on use
of these data without regard to this warning.
 
File Creation:  2008-10-24 11:21:23
 
File Content: 
 
   Please refer to the species-specific README file in the
   appropriate directory folder at ftp://ftp.cmdl.noaa.gov/ccg.
 
Contact: 
 
   Compound: CO2C14
   Jocelyn Turnbull
   tel: (303) 497-4836
   email: Jocelyn.Turnbull@noaa.gov
 
 ************ RECIPROCITY AGREEMENT ***************
 
Use of these data implies an agreement to reciprocate.
Laboratories making similar measurements agree to make their
own data available to the general public and to the scientific
community in an equally complete and easily accessible form.
Modelers are encouraged to make available to the community,
upon request, their own tools used in the interpretation
of the ESRL data, namely well documented model code, transport
fields, and additional information necessary for other
scientists to repeat the work and to run modified versions.
Model availability includes collaborative support for new
users of the models.
 
 **************************************************
 
site yr mo dy hr mn id me formula value unc flag inst ayr amo ady ahr amn lat lon masl evn comment
NWR 2003 05 27 19 00  1717-91 N   co2c14    72.290     2.820 ..M ci 2004 06 24 12 11  40.0500 -105.5800  3526.00    91759  data|curl: 7222 
NWR 2003 05 27 19 00  1718-91 N   co2c14    72.290     2.820 ..M ci 2004 06 24 12 11  40.0500 -105.5800  3526.00    91760  data|curl: 7222 
NWR 2003 07 29 16 30  1789-99 N   co2c14    62.730     2.600 ..M cr 2004 02 26 12 52  40.0500 -105.5800  3526.00    91785  data|curl: 7083 
NWR 2003 07 29 16 30  1790-99 N   co2c14    62.730     2.600 ..M cr 2004 02 26 12 52  40.0500 -105.5800  3526.00    91786  data|curl: 7083 
NWR 2003 08 05 17 00   749-91 N   co2c14    65.180     2.600 ..M ci 2004 06 24 12 13  40.0500 -105.5800  3526.00    91787  data|curl: 7224 
NWR 2003 08 05 17 00   750-91 N   co2c14    65.180     2.600 ..M ci 2004 06 24 12 13  40.0500 -105.5800  3526.00    91788  data|curl: 7224 
NWR 2003 08 12 16 20  1813-99 N   co2c14    64.610     2.600 ..M cr 2004 02 26 12 53  40.0500 -105.5800  3526.00    91789  data|curl: 7084 
NWR 2003 08 12 16 20  1814-99 N   co2c14    64.610     2.600 ..M cr 2004 02 26 12 53  40.0500 -105.5800  3526.00    91790  data|curl: 7084 
NWR 2003 08 12 16 20  4327-91 N   co2c14    64.610     2.600 ..M cr 2004 02 26 12 53  40.0500 -105.5800  3526.00    91791  data|curl: 7084 
NWR 2003 08 12 16 20  4328-91 N   co2c14    64.610     2.600 ..M cr 2004 02 26 12 53  40.0500 -105.5800  3526.00    91792  data|curl: 7084 
NWR 2003 08 26 17 45  1791-99 N   co2c14    64.090     2.600 ..M cr 2004 02 26 12 55  40.0500 -105.5800  3526.00    91795  data|curl: 7086 
NWR 2003 08 26 17 45  1792-99 N   co2c14    64.090     2.600 ..M cr 2004 02 26 12 55  40.0500 -105.5800  3526.00    91796  data|curl: 7086 
NWR 2003 08 26 17 45  1815-99 N   co2c14    64.090     2.600 ..M cr 2004 02 26 12 55  40.0500 -105.5800  3526.00    91797  data|curl: 7086 
NWR 2003 08 26 17 45  1820-99 N   co2c14    64.090     2.600 ..M cr 2004 02 26 12 55  40.0500 -105.5800  3526.00    91798  data|curl: 7086 
NWR 2003 09 09 20 10  1413-99 N   co2c14    65.190     2.600 C.M cr 2004 02 26 12 56  40.0500 -105.5800  3526.00    91801  data|curl: 7087 
NWR 2003 09 09 20 10  1985-99 N   co2c14    65.190     2.600 C.M cr 2004 02 26 12 56  40.0500 -105.5800  3526.00    91802  data|curl: 7087 
NWR 2003 09 23 20 45   159-99 N   co2c14    69.990     2.600 ..M cr 2004 02 26 12 01  40.0500 -105.5800  3526.00    91806  data|curl: 7092 
NWR 2003 09 23 20 45   160-99 N   co2c14    68.320     2.600 ..M cr 2004 02 26 12 02  40.0500 -105.5800  3526.00    91807  data|curl: 7093 
NWR 2003 09 23 20 45  1981-99 N   co2c14    69.990     2.600 ..M cr 2004 02 26 12 01  40.0500 -105.5800  3526.00    91808  data|curl: 7092 
